Name,URL,Image_URL,Indirect:,Episode count:,Born:,Last appears,Cellmate(s):,Eye color,Sex,Original Identity,Occupation,Death reason:,Shows,Cellmate(s),First appears:,Prison,Age,Sex:,First Appearance,Alias(es):,Family,Cause of death,Season(s):,Portrayed by,Affiliations,Last Appearance,Last appears:,Species:,Kills:,First appears,Death,Sentence,Status,Affiliations:,Prison:,Actor,Created by:,Portrayed by:,Status:,Hair color,Other names,Crime(s),Died:
Peter Tucci,https://prisonbreak.fandom.com/wiki/Peter_Tucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Tucci (Pobeg),https://prisonbreak.fandom.com/wiki/Peter_Tucci_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petey Cordero,https://prisonbreak.fandom.com/wiki/Petey_Cordero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Stroger,https://prisonbreak.fandom.com/wiki/Phil_Stroger,https://static.wikia.nocookie.net/prisonbreak/images/4/45/5.JPG/revision/latest/scale-to-width-down/268?cb=20100418173119,,,,The Price,,,,,,,,,,,,,,,,,,Monti Sharp,,,,,,The Price,,,Alive,,,,,,,,,,
Philly Falzone,https://prisonbreak.fandom.com/wiki/Philly_Falzone,https://static.wikia.nocookie.net/prisonbreak/images/7/7a/Pb_falzone.jpg/revision/latest?cb=20070302174741,,,,,,,,,,,,,,,,,,,,,,Al Sapienza,,,,,,Allen,,minimum 5 years,"Alive, (probably freed)",,,,,,,,,Parole Violation Weapon Possession Attempted Murder,
Philly Falzone (Pobeg),https://prisonbreak.fandom.com/wiki/Philly_Falzone_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philomena Rotchliffer,https://prisonbreak.fandom.com/wiki/Philomena_Rotchliffer,https://static.wikia.nocookie.net/prisonbreak/images/4/4b/Normal_000765.jpg/revision/latest/scale-to-width-down/268?cb=20110716205250,,2,6 January 1980 [ 1 ],,,,,,,,,,Pilot,,,Female,,Philly,,,1,,,,Collected,,,,,,,Breakout Kings,Muncy Correctional Institution Maybelle Minimum Security Prison,,Nick Santora Matt Olmstead,Nicole Steinwedell,Alive,,,,
Phineas McClintock,https://prisonbreak.fandom.com/wiki/Phineas_McClintock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistachio,https://prisonbreak.fandom.com/wiki/Pistachio,https://static.wikia.nocookie.net/prisonbreak/images/0/04/Pistachio.jpg/revision/latest/scale-to-width-down/268?cb=20111026094055,,4,,,,,,,,,,,Call Waiting,,,Female,,Stash,,,3,,,,Boxed In,,,,,,,,,,,Joe Holt,Unknown,,,,
Pollack,https://prisonbreak.fandom.com/wiki/Pollack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powell,https://prisonbreak.fandom.com/wiki/Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Press reporter (I),https://prisonbreak.fandom.com/wiki/Press_reporter_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pronzo,https://prisonbreak.fandom.com/wiki/Pronzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn (Pobeg),https://prisonbreak.fandom.com/wiki/Quinn_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,https://prisonbreak.fandom.com/wiki/Rafael,https://static.wikia.nocookie.net/prisonbreak/images/c/cb/Rafael.png/revision/latest/scale-to-width-down/268?cb=20100506184614,,,,The Art of the Deal,,,,,,,,,,,,,,,,,,Joseph Melendez,,,,,,Interference,,,Unknown,,,,,,,,,,
Ralph Becker,https://prisonbreak.fandom.com/wiki/Ralph_Becker,https://static.wikia.nocookie.net/prisonbreak/images/5/5c/PrisonBreakS04E22HDTVXviD-LOLavi033.jpg/revision/latest/scale-to-width-down/268?cb=20100424135210,,,,Killing Your Number,,,Male,,,,,,,,40’s,,,,,Shot to death by Benjamin Miles Franklin,,Raphael Sbarge,,,,,,Just Business,2005,,Deceased,,,,,,,Brown,,,
Randall Kessler,https://prisonbreak.fandom.com/wiki/Randall_Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat (Season 1),https://prisonbreak.fandom.com/wiki/Rat_(Season_1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat (Season 3),https://prisonbreak.fandom.com/wiki/Rat_(Season_3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat (The Conspiracy),https://prisonbreak.fandom.com/wiki/Rat_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Darinda,https://prisonbreak.fandom.com/wiki/Raul_Darinda,https://static.wikia.nocookie.net/prisonbreak/images/f/fb/Vlcsnap-23709.png/revision/latest/scale-to-width-down/268?cb=20071003093850,,,,3x3,,,,,,,,,,,,,,,,,,Ramon Franco,,,,,,3x3,,,Alive,,,,,,,,,,
Ray (Season 1),https://prisonbreak.fandom.com/wiki/Ray_(Season_1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Zancanelli,https://prisonbreak.fandom.com/wiki/Ray_Zancanelli,https://static.wikia.nocookie.net/prisonbreak/images/0/0f/Hi_res37612795_6.jpg/revision/latest/scale-to-width-down/268?cb=20120512144549,2 [ 2 ],23,,,,,,,,,,,Pilot,,,Male,,,,,"1 , 2",,,,Served Cold,,4 [ 1 ],,,,,,,,Nick Santora Matt Olmstead,Domenick Lombardozzi,Alive,,,,
Restaurant Waiter,https://prisonbreak.fandom.com/wiki/Restaurant_Waiter,https://static.wikia.nocookie.net/prisonbreak/images/f/fe/31.JPG/revision/latest/scale-to-width-down/268?cb=20100802093022,,,,Selfless,,,,,,,,,,,,,,,,,,Brian Vestal,,,,,,Selfless,,,Alive,,,,,,,,,,
Reverend Mailor,https://prisonbreak.fandom.com/wiki/Reverend_Mailor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricard,https://prisonbreak.fandom.com/wiki/Ricard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Mills,https://prisonbreak.fandom.com/wiki/Richard_Mills,https://static.wikia.nocookie.net/prisonbreak/images/8/80/Richard_Mills.jpg/revision/latest/scale-to-width-down/268?cb=20090423142532,,,,Tonight,,,,,,,,,,,,,,,,,,Daniel J. Travanti,,,,,,"Riots, Drills and the Devil, Part 1",,,Deceased,,,,,,,,,,
Richard Mills (Pobeg),https://prisonbreak.fandom.com/wiki/Richard_Mills_(Pobeg),,,,,,,,,,,Poisoned by Caroline Reynolds,,,,,,Male,,,,,,,,,,,,,,,,,,,,,Deceased,,,,
Richard Sooter,https://prisonbreak.fandom.com/wiki/Richard_Sooter,https://static.wikia.nocookie.net/prisonbreak/images/9/97/15.JPG/revision/latest/scale-to-width-down/268?cb=20100418173318,,1,,,,,,,,Shot by Lincoln Burrows,,,Deal or No Deal,,,Male,,,,,4,,,,Deal or No Deal,,2 [ 1 ],,,,,,,,,Kirk B.R. Woller,Deceased,,,,
Richard Sullins,https://prisonbreak.fandom.com/wiki/Richard_Sullins,https://static.wikia.nocookie.net/prisonbreak/images/0/05/PrisonBreakS04E23HDTVXviD-BiAavi051.jpg/revision/latest/scale-to-width-down/268?cb=20100424140010,,,,Free,,,,,FBI special agent and the head of the Internal Affairs,,,,,,50’s,,,,,,,Kim Coates,,,,,,Dead Fall,,,Alive,,,,,,,,,,
Richardson,https://prisonbreak.fandom.com/wiki/Richardson,https://static.wikia.nocookie.net/prisonbreak/images/e/eb/DefaultCAAS9WSX.jpg/revision/latest?cb=20100501205518,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (Spanish),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Rick Kennedy,https://prisonbreak.fandom.com/wiki/Rick_Kennedy,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Rita Morgan,https://prisonbreak.fandom.com/wiki/Rita_Morgan,https://static.wikia.nocookie.net/prisonbreak/images/7/75/1972.jpg/revision/latest/scale-to-width-down/268?cb=20100127184614,,4,,,,,,,,,,,Blow Out,,,Female,,,,,4,,,,Going Under,,,,,,,,,,,Heather McComb,Alive,,,,
Rizzo Green,https://prisonbreak.fandom.com/wiki/Rizzo_Green,https://static.wikia.nocookie.net/prisonbreak/images/c/c8/Rizzo_Green.JPG/revision/latest/scale-to-width-down/268?cb=20081027145455,,,,1x22,,,,,,,,,,,,,,,,,,Mark Morettini,,,,,,1x2,,,Alive,,,,,,,,,,
Rizzo Green (Pobeg),https://prisonbreak.fandom.com/wiki/Rizzo_Green_(Pobeg),,,,,Episode 21,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Rizzo Green (The Conspiracy),https://prisonbreak.fandom.com/wiki/Rizzo_Green_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/7/77/143766187.jpg/revision/latest/scale-to-width-down/268?cb=20110227133639,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Unknown,,,,,,,,,,
Robber,https://prisonbreak.fandom.com/wiki/Robber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roben,https://prisonbreak.fandom.com/wiki/Roben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Rodriguez,https://prisonbreak.fandom.com/wiki/Roberto_Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Knowlton,https://prisonbreak.fandom.com/wiki/Roger_Knowlton,https://static.wikia.nocookie.net/prisonbreak/images/a/a5/Doctor3.jpg/revision/latest/scale-to-width-down/267?cb=20110715202406,,,,The Sunshine State,,,,,,,,,,,,,,,,Poisoned with a syringe by Ferguson after being forced by Michael Schofield,,John Getz,,,,,,The Sunshine State,2005,,Deceased,,,,,,,,,,
Roland Glenn's brother,https://prisonbreak.fandom.com/wiki/Roland_Glenn%27s_brother,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,Safe and Sound (Mentioned only),,,,,,,,,,,,,,,,,,,,,,,,Safe and Sound (Mentioned only),,,Alive,,,,,,,,,,
Roland Glenn's sister,https://prisonbreak.fandom.com/wiki/Roland_Glenn%27s_sister,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,Safe and Sound (Mentioned only),,,,,,,,,,,,,,,,,,,,,,,,Safe and Sound (Mentioned only),,,Alive,,,,,,,,,,
Roldan,https://prisonbreak.fandom.com/wiki/Roldan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald,https://prisonbreak.fandom.com/wiki/Ronald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Winston Shephard,https://prisonbreak.fandom.com/wiki/Ronald_Winston_Shephard,https://static.wikia.nocookie.net/prisonbreak/images/5/59/Normal_404-491.jpg/revision/latest/scale-to-width-down/268?cb=20100408180612,,,,Eagles and Angeles,,,,,,,,,,,,,,,,,,Darin Heames,,,,,,Eagles and Angeles,,,Alive,,,,,,,,,,
Rosario,https://prisonbreak.fandom.com/wiki/Rosario,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,1,,,,,,,,,,,Free,,,Female,,,,,The Final Break,,,,Free,,,,,,,,Miami-Dade Penitentiary Women's Facility,,,( unknown actor ),Alive,,,,
Roxy,https://prisonbreak.fandom.com/wiki/Roxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Geary,https://prisonbreak.fandom.com/wiki/Roy_Geary,https://static.wikia.nocookie.net/prisonbreak/images/d/de/M.jpg/revision/latest/scale-to-width-down/268?cb=20101028205323,Unknown,15,,,,,,,,Killed by Theodore Bagwell,,,"Riots, Drills and the Devil, Part 1",,,Male,,,,,"1 , 2",,,,Bolshoi Booze,,,,,,,,,,Nick Santora,Matt DeCaro,Deceased,,,,"June 3, 2005 , Wichita , Kansas"
Roy Geary (The Conspiracy),https://prisonbreak.fandom.com/wiki/Roy_Geary_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/6/6a/455090-prison-break-the-conspiracy-windows-screenshot-geary-gives.jpg/revision/latest/scale-to-width-down/268?cb=20111114210238,,1,,,,,,,,,,,Chapter 1,,,Male,,,,,,,,,Chapter 7,,,,,,,,,,,Voice actor (English),Alive,,,,
Roy Weston,https://prisonbreak.fandom.com/wiki/Roy_Weston,https://static.wikia.nocookie.net/prisonbreak/images/8/8d/Normal_121-584.jpg/revision/latest/scale-to-width-down/268?cb=20100505195545,,,,Go,,,,,,,,,,,,,,,,,,Antoine McKay,,,,,,The Rat,,,Alive,,,,,,,,Roy,,
SWAT officer (I),https://prisonbreak.fandom.com/wiki/SWAT_officer_(I),https://static.wikia.nocookie.net/prisonbreak/images/d/d1/PrisonBreakS04E20HDTVXviD-LOLavi068.jpg/revision/latest/scale-to-width-down/268?cb=20100729182541,,,,,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,,,,Alive,,,,,,,,,,
SWAT officer (II),https://prisonbreak.fandom.com/wiki/SWAT_officer_(II),https://static.wikia.nocookie.net/prisonbreak/images/d/d1/PrisonBreakS04E20HDTVXviD-LOLavi068.jpg/revision/latest/scale-to-width-down/268?cb=20100729182541,,,,,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,,,,Alive,,,,,,,,,,
Saint Patrick,https://prisonbreak.fandom.com/wiki/Saint_Patrick,https://static.wikia.nocookie.net/prisonbreak/images/e/ee/SainPatrick.jpg/revision/latest/scale-to-width-down/268?cb=20100529145208,,,,,,,,,,,,,,Fox River,,,,,,,,Unknown voice actor (Deutch),,,,,,,,(Unknown),Alive,,,,,,,,,(Crimes in prison; Unknown),
Sam Franklin,https://prisonbreak.fandom.com/wiki/Sam_Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Middleton,https://prisonbreak.fandom.com/wiki/Sam_Middleton,https://static.wikia.nocookie.net/prisonbreak/images/f/f0/Sam_Middleton.jpg/revision/latest/scale-to-width-down/268?cb=20100504125935,Unknown,,,,,,,,,,,,Safe and Sound,,,Male,,,,,4,,,,Safe and Sound,,,,,,,,,,,William Christian [ 1 ],Alive,,,,
Sam Salazar,https://prisonbreak.fandom.com/wiki/Sam_Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Brinker,https://prisonbreak.fandom.com/wiki/Samantha_Brinker,https://static.wikia.nocookie.net/prisonbreak/images/f/f5/Samantha7.jpg/revision/latest/scale-to-width-down/268?cb=20110715180257,,,,1x22,,,,,,,,,,,,,,,,,,Michelle Forbes,,,,,,1x13,,,Unknown,,,,,,,,,,
Samantha Brinker (Pobeg),https://prisonbreak.fandom.com/wiki/Samantha_Brinker_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sammy's girlfriend,https://prisonbreak.fandom.com/wiki/Sammy%27s_girlfriend,https://static.wikia.nocookie.net/prisonbreak/images/b/bd/Visitation.jpg/revision/latest/scale-to-width-down/268?cb=20101231102210,,,,Visitation,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Visitation,,,Alive,,,,,,,,,,
Sammy Norino,https://prisonbreak.fandom.com/wiki/Sammy_Norino,https://static.wikia.nocookie.net/prisonbreak/images/4/4b/Prison_Break_S03E1013.jpg/revision/latest/scale-to-width-down/268?cb=20100617193133,Unknown,10,,,,,,,,Collapses tunnel by Michael Scofield [ 1 ],,,Orientación,,,Male,,,,,3,,,,Dirt Nap,,3,,,,,,Sona,,,Laurence Mason,Deceased,,,,
Sancho,https://prisonbreak.fandom.com/wiki/Sancho,https://static.wikia.nocookie.net/prisonbreak/images/5/55/Normal_401-799.jpg/revision/latest/scale-to-width-down/268?cb=20100430104721,,2,,,,,,,,Pushed on a rock by Theodore Bagwell,,,Scylla,,,Male,,,,,4,,,,Breaking and Entering,,,,,,,,,,,Nathan Castaneda,Deceased,,,,2005
Sandra Roland,https://prisonbreak.fandom.com/wiki/Sandra_Roland,https://static.wikia.nocookie.net/prisonbreak/images/4/44/Normal_BreakoutKings-107-0098.jpg/revision/latest/scale-to-width-down/268?cb=20110504212937,,,,,,,,,,,,,,,,,,,,,,Sarah Orenstein,,,,,,,,,Alive,,,,,,,,,,
Sapo,https://prisonbreak.fandom.com/wiki/Sapo,https://static.wikia.nocookie.net/prisonbreak/images/7/7b/Sapo.jpg/revision/latest/scale-to-width-down/268?cb=20070925131022,,,,,,,,,,Shot by a Sona guard,,,Orientación,,,Male,,,,,3,,,,Orientación,,,,,,,,,,Paul Scheuring,Cullen Douglas,Deceased,,,,"2005 , outside Sona"
Sara Scofield,https://prisonbreak.fandom.com/wiki/Sara_Scofield,https://static.wikia.nocookie.net/prisonbreak/images/a/a2/Sara_Tancredi_Season_4.JPG/revision/latest/scale-to-width-down/268?cb=20191116022300,,,,""" Behind The Eyes """,,Brown,Female,,Doctor for Fox River (formerly),,,,,Miami-Dade Penitentiary,28 ( Pilot ) 29 ( Sleight of Hand ) 41 or 42 ( Season Five ),,,,Frank Tancredi (father) † Michael Scofield (husband) M.J. Scofield (son) Jacob Anton Ness (former husband) † Aldo Burrows (father-in-law) † Christina Scofield (mother-in-law) † Lincoln Burrows (brother-in-law) L. J. Burrows (nephew),,,Sarah Wayne Callies Katie A. Keane (Season 3),The Scylla Team,,,,,""" Pilot """,,Unknown,Alive,,,,,,,Brown,,Murder,
Sara Tancredi (Pobeg),https://prisonbreak.fandom.com/wiki/Sara_Tancredi_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Tancredi (The Conspiracy),https://prisonbreak.fandom.com/wiki/Sara_Tancredi_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/f/fa/06.jpg/revision/latest/scale-to-width-down/268?cb=20100503110545,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Sasha Murray,https://prisonbreak.fandom.com/wiki/Sasha_Murray,https://static.wikia.nocookie.net/prisonbreak/images/8/85/Normal_ep216_201mnkjbb.jpg/revision/latest/scale-to-width-down/268?cb=20090423143046,,,,2x16,,,,,,,,,,,,,,,,,,Kaley Cuoco,,,,,,2x15,,,Alive,,,,,,,,,,
Savings Bank branch manager,https://prisonbreak.fandom.com/wiki/Savings_Bank_branch_manager,,,,,Pilot (Mentioned only),,,,,,,,,,,,,,,,,,,,,,,,Pilot (Mentioned only),,,Alive,,,,,,,,,,
Savings Bank cashier,https://prisonbreak.fandom.com/wiki/Savings_Bank_cashier,https://static.wikia.nocookie.net/prisonbreak/images/e/e8/Teller.gif/revision/latest/scale-to-width-down/268?cb=20110227101542,,,,1x1,,,,,,,,,,,,,,,,,,Peggy Roeder,,,,,,1x1,,,Alive,,,,,,,,,,
Say Davis,https://prisonbreak.fandom.com/wiki/Say_Davis,https://static.wikia.nocookie.net/prisonbreak/images/7/72/CO.jpg/revision/latest/scale-to-width-down/268?cb=20100518102821,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,David Anthony Pizzuto [ 1 ],,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Schering,https://prisonbreak.fandom.com/wiki/Schering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Carruth,https://prisonbreak.fandom.com/wiki/Scott_Carruth,https://static.wikia.nocookie.net/prisonbreak/images/5/53/19.JPG/revision/latest/scale-to-width-down/268?cb=20100418172801,,2,,,,,,,,Shot by Alexander Mahone,,,Going Under,,,Male,,Lawrence Wilcott,,,4,,,,The Sunshine State,,,,,,,,,,,Titus Welliver,Deceased,,,,2005
Scott Carruth's henchman (I),https://prisonbreak.fandom.com/wiki/Scott_Carruth%27s_henchman_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Carruth's henchman (II),https://prisonbreak.fandom.com/wiki/Scott_Carruth%27s_henchman_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Kellbrenner,https://prisonbreak.fandom.com/wiki/Scott_Kellbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scylla (monster),https://prisonbreak.fandom.com/wiki/Scylla_(monster),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian (Where in the World is Carmen Vega),https://prisonbreak.fandom.com/wiki/Sebastian_(Where_in_the_World_is_Carmen_Vega),https://static.wikia.nocookie.net/prisonbreak/images/6/6d/BreakoutKingsS01E13WhereintheWorldIsCarmenVega.jpg/revision/latest/scale-to-width-down/268?cb=20120414144126,,1,,,,,,,,Killed by Carmen Vega 's henchmen,,,Where in the World is Carmen Vega,,,Male,,,,,Breakout Kings : Season 1,,,,Where in the World is Carmen Vega,,,,,,,,,,Matt Olmstead Michael Gilvary,( unknown actor ),Deceased,,,,2011 or 2012
Sebastian Balfour (Pobeg),https://prisonbreak.fandom.com/wiki/Sebastian_Balfour_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret Service agent,https://prisonbreak.fandom.com/wiki/Secret_Service_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio,https://prisonbreak.fandom.com/wiki/Sergio,https://static.wikia.nocookie.net/prisonbreak/images/6/66/Vlcsnap-23409.png/revision/latest/scale-to-width-down/268?cb=20070922060308,,1,,,,,,,,,,,Orientación,,,Male,,,,,3,,,,Orientación,,,,,,,,,,Paul Scheuring,( unknown actor ),Alive,,,,
Seth Hoffner,https://prisonbreak.fandom.com/wiki/Seth_Hoffner,https://static.wikia.nocookie.net/prisonbreak/images/4/4f/SethHoffner.jpg/revision/latest?cb=20110718170716,,,,1x9,,,,,,,,,,,,,,,,,,Blaine Hogan,,,,,,1x6,,,Deceased,,,,,,,,,,
Seth Hoffner (Pobeg),https://prisonbreak.fandom.com/wiki/Seth_Hoffner_(Pobeg),,,,,,,,,,,Hanged himself,,,,,,Male,,,,,1,,,,,,,,,,,,Unnamed prison,,,( unknown actor ),Deceased,,,,
Shan Xing,https://prisonbreak.fandom.com/wiki/Shan_Xing,https://static.wikia.nocookie.net/prisonbreak/images/9/93/Normal_404-762.jpg/revision/latest/scale-to-width-down/268?cb=20100408175810,,,,4x4,,,,,,,,,,,,,,,,,,Clint Jung,,,,,,4x4,,,Deceased,,,,,,,,,,
Shari,https://prisonbreak.fandom.com/wiki/Shari,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/FemaleOrMale.jpg/revision/latest?cb=20110324160211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Shari Rukinga,https://prisonbreak.fandom.com/wiki/Shari_Rukinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Roland,https://prisonbreak.fandom.com/wiki/Sharon_Roland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shauna Hudson,https://prisonbreak.fandom.com/wiki/Shauna_Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheba,https://prisonbreak.fandom.com/wiki/Sheba,https://static.wikia.nocookie.net/prisonbreak/images/e/e1/Sheba.jpg/revision/latest/scale-to-width-down/268?cb=20170422185613,,8,,,,,,,,,,,Ogygia,,,Female,,,,,5,,,,Behind The Eyes,,,,,,,,,,,Inbar Lavi,Alive,,,,
Sheriff Williams,https://prisonbreak.fandom.com/wiki/Sheriff_Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shop owner,https://prisonbreak.fandom.com/wiki/Shop_owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sid (season 5),https://prisonbreak.fandom.com/wiki/Sid_(season_5),https://static.wikia.nocookie.net/prisonbreak/images/6/64/Sid-season5.jpg/revision/latest?cb=20170503164416,,4,Unknown,,,,,,,Shot by Cyclops,,,Kaniel Outis,,,Male,,Princess,,,5,,,,Contingency,,,,,,,Kaniel,Ogygia Prison,,Paul Scheuring,Kunal Sharma,Deceased,,,,2017
Silvie Talliard,https://prisonbreak.fandom.com/wiki/Silvie_Talliard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skittlez,https://prisonbreak.fandom.com/wiki/Skittlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sklar,https://prisonbreak.fandom.com/wiki/Sklar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,https://prisonbreak.fandom.com/wiki/Smith,https://static.wikia.nocookie.net/prisonbreak/images/a/a9/63290_PrisonBreak-06_normal.jpg/revision/latest/scale-to-width-down/268?cb=20100417161430,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor 1 (English) Unknown voice actor 2 (English) Unknown voice actor 3 (English) Unknown voice actor 4 (English) Unknown voice actor 5 (English) Unknown voice actor 1 (Deutch) Unknown voice actor 2 (Deutch) Unknown voice actor (French),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Smith's guy,https://prisonbreak.fandom.com/wiki/Smith%27s_guy,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,Guy (by Battaglia),,
Smoking man,https://prisonbreak.fandom.com/wiki/Smoking_man,https://static.wikia.nocookie.net/prisonbreak/images/0/0f/Normal_105-307.jpg/revision/latest/scale-to-width-down/268?cb=20101109160052,,,,"English, Fitz or Percy",,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,"English, Fitz or Percy",,,,,,,,,,,,,
Snags,https://prisonbreak.fandom.com/wiki/Snags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soco,https://prisonbreak.fandom.com/wiki/Soco,https://static.wikia.nocookie.net/prisonbreak/images/9/9a/Pb-312-14.jpg/revision/latest/scale-to-width-down/268?cb=20110113063029,,,,Hell Or High Water,,,,,,,,,,,,,,,,,,Marco Rodriguez,,,,,,Hell Or High Water,,,Alive,,,,,,,,,,
Soda Pop,https://prisonbreak.fandom.com/wiki/Soda_Pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
