Name,URL,Image_URL,Enemies,Seen in Series,Family,Ethnicity,Status,Location,Chapter Count,Type,Age,State,Hair Color,Leader(s),Episode Count,Romances,Eye Color,Aliases,Gender,Occupation,Real-world Counterpart/Filming Location,Pets,Actor,Issue/Episode,Merged With,Other Actors,Allies
Gracie (TV Series),https://walkingdead.fandom.com/wiki/Gracie_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/7/7c/Season_eleven_gracie.png/revision/latest/scale-to-width-down/268?cb=20221004180107,,,(Unnamed) † - Mother ( Unnamed ) † - Father Aaron - Adoptive Father (Unnamed) † - Adoptive Paternal Grandmother (Unnamed) † - Adoptive Paternal Uncle,Caucasian-American,Alive,,,,"5 months ("" The Damned "") 2 ("" A New Beginning "") 8 ("" Who Are You Now? "") 9 ("" Lines We Cross "") 10 ("" Lockdown "") 11 ("" Rest in Peace "")",,Blonde,,24,,,,Female,Post-Apocalypse Student at the Alexandria Safe Zone Former Student at the Commonwealth,,,Anabelle Holloway,,,"Scarlett & Sophie ( S8 -"" Scars "", Flashback)",
Grady Memorial Hospital,https://walkingdead.fandom.com/wiki/Grady_Memorial_Hospital,https://static.wikia.nocookie.net/walkingdead/images/0/0e/Grady_Hospital.jpg/revision/latest/scale-to-width-down/268?cb=20141103105143,,TV Series,,,Inactive,,,Pre-Apocalypse Hospital Post-Apocalypse Evacuation Center Settlement,,Georgia,,,,,,,,,Grady Memorial Hospital,,,""" What Lies Ahead "" to "" Forget "" (Flashback)",,,
Green (TV Series),https://walkingdead.fandom.com/wiki/Green_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/35/Season_eleven_green.png/revision/latest/scale-to-width-down/268?cb=20220228024532,,,Unknown,Latino-American,Dead,,,,Early 30s,,Black,,3,,,,Male,Post-Apocalypse Soldier for the Commonwealth Army,,,Braian Rivera Jimenez,,,,
Greene Family Farm (TV Series),https://walkingdead.fandom.com/wiki/Greene_Family_Farm_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/8c/Hershel%27s_Farm.jpg/revision/latest/scale-to-width-down/268?cb=20240512125117,,,,,"Abandoned, overrun by the undead, presumably burned to the ground",,,Pre-Apocalypse Farm Post-Apocalypse Farming Settlement,,Georgia,,,,,,The Farm,,,,,,,,,
Greg (Prison),https://walkingdead.fandom.com/wiki/Greg_(Prison),https://static.wikia.nocookie.net/walkingdead/images/b/b5/Extra1_%28Infected%29.png/revision/latest/scale-to-width-down/268?cb=20240725015750,,,Unknown,Caucasian-American,Dead,,,,Late 30s to Early 40s,,Auburn,,2,,Blue,,Male,Unknown,,,Greg Crews,,,,
Greg (TV Series),https://walkingdead.fandom.com/wiki/Greg_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/cf/Season_five_greg.png/revision/latest/scale-to-width-down/268?cb=20201206012614,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 30s,,Dark Brown,,2,,,,Male,Unknown,,,Travis Young,,,,
Gregory (TV Series),https://walkingdead.fandom.com/wiki/Gregory_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0d/Season_nine_gregory.png/revision/latest/scale-to-width-down/268?cb=20181009014042,,,Unknown,Caucasian-American,Dead,,,,Late 50s to Early 60s,,Gray (Balding),,15,,,,Male,Pre-Apocalypse Business Owner Post-Apocalypse Former Leader of the Hilltop Colony,,,Xander Berkeley,,,,
Guillermo (TV Series),https://walkingdead.fandom.com/wiki/Guillermo_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/89/Guillermo_Vatos.png/revision/latest/scale-to-width-down/268?cb=20131130150531,,,Unknown,Latino/African-American,Dead,,,,Late 20s to Early 30s,,Black,,,,Brown,G,Male,Pre-Apocalypse Custodian Post-Apocalypse Leader of the Vatos Gang,,( Unnamed ) - 3 Dogs,Neil Brown Jr.,,,,
Gunther (TV Series),https://walkingdead.fandom.com/wiki/Gunther_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/45/Season_eight_gunther.png/revision/latest/scale-to-width-down/268?cb=20171116030001,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 20s,,Dirty Blond,,,,,,Male,Unknown,,,Whitmer Thomas,,,,
Gus (TV Series),https://walkingdead.fandom.com/wiki/Gus_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/2/2f/Season_ten_gus.png/revision/latest/scale-to-width-down/268?cb=20210301021308,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 40s,,Dark Brown (Graying),,,,,,Male,Unknown,,,David Atkinson,,,,
Haley (TV Series),https://walkingdead.fandom.com/wiki/Haley_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/13/HaleyCrop.PNG/revision/latest/scale-to-width-down/268?cb=20250626183639,,,(Unnamed) † - Father (Unnamed) † - Brother,Caucasian-American,Dead,,,,Late Teens to Early 20s,,Brown,,3,,Brown,,Female,Pre-Apocalypse College Student Post-Apocalypse Guard for Woodbury Soldier for the Woodbury Army,,,Alexa Nikolas,,,,
Ham Burke (TV Series),https://walkingdead.fandom.com/wiki/Ham_Burke_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/6c/Extra22_%28Welcome_to_the_Tombs%29.png/revision/latest/scale-to-width-down/268?cb=20230504035241,,,Unknown,Caucasian-American,Dead,,,,Late 50s to Early 60s,,Gray,,10,,,,Male,Pre-Apocalypse Soldier [ 1 ] Post-Apocalypse Guard for Woodbury Soldier for the Woodbury Army,,,William Tokarsky,,,,
Hannah (TV Universe),https://walkingdead.fandom.com/wiki/Hannah_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/b/bf/Season_one_hannah.png/revision/latest/scale-to-width-down/268?cb=20140920234529,,,Andrew † - Ex-Husband Jamie - Daughter Billy - Son,Caucasian-American,Dead,,,,Mid to Late 30s,,Blonde,,4 ( Torn Apart ) 1 ( The Walking Dead ),,Blue,,Female,Unknown,,,Lilli Birdsell,,,Melissa Cowan (Zombified),
Hanson (TV Series),https://walkingdead.fandom.com/wiki/Hanson_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/91/Hanson.PNG/revision/latest/scale-to-width-down/268?cb=20141103043515,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 30s,,Brown,,,,,,Male,Pre-Apocalypse Captain in the Atlanta Police Department Post-Apocalypse Former Leader of Grady Memorial Hospital,,,Luke Bryant,,,,
Harlan Carson (TV Series),https://walkingdead.fandom.com/wiki/Harlan_Carson_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/7/77/Season_eight_harlan_carson.png/revision/latest/scale-to-width-down/268?cb=20180305232454,,,Emmett Carson † - Brother,Caucasian-American,Dead,,,,Early 40s,,Auburn,,6,,,,Male,Pre-Apocalypse OB/GYN Post-Apocalypse Former Physician and Supply Runner for the Hilltop Colony Former Physician for the Sanctuary,,,R. Keith Harris,,,,
Harley (TV Series),https://walkingdead.fandom.com/wiki/Harley_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/3e/Season_four_harley.png/revision/latest/scale-to-width-down/268?cb=20251206214025,,,Unknown,Caucasian-American,Dead,,,,Mid 40s,,Blond (Graying),,4 ( The Walking Dead ) 1 ( Red Machete ),,,,Male,Unknown,,,JD Evermore,,,,
Hart (TV Series),https://walkingdead.fandom.com/wiki/Hart_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a9/Season_eleven_hart.png/revision/latest/scale-to-width-down/267?cb=20220321165536,,,Unknown,African/Caucasian-American,Dead,,,,Late 20s to Early 30s,,Black (Shaved Head),,,,,,Female,Unknown,,,Jenique Hendrix,,,,
Heath (TV Series),https://walkingdead.fandom.com/wiki/Heath_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/da/Season_seven_heath.png/revision/latest/scale-to-width-down/268?cb=20260223055349,,,Unknown,African-American,Unknown,,,,Early 20s,,Brown,,7,,,,Male,Post-Apocalypse Supply Runner for the Alexandria Safe Zone,,,Corey Hawkins,,,,
Helen (TV Series),https://walkingdead.fandom.com/wiki/Helen_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/64/Season_nine_helen.png/revision/latest/scale-to-width-down/268?cb=20211106071934,,,Unknown,Caucasian-American,Dead,,,,Mid 30s,,Brown,,,Sean † - Boyfriend,,,Female,Unknown,,,Allie McCulloch,,,,
Henderson (TV Series),https://walkingdead.fandom.com/wiki/Henderson_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a3/Season_eleven_henderson.png/revision/latest/scale-to-width-down/268?cb=20221003183513,,,Unknown,African-American,Unknown,,,,Mid to Late 30s,,Black,,,,,,Male,Post-Apocalypse Government Clerk at the Commonwealth,,,Freddy Boyd,,,,
Henry (TV Series),https://walkingdead.fandom.com/wiki/Henry_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/91/Season_four_henry.png/revision/latest?cb=20140401020038,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 20s,,Red,,5,,,,Male,Post-Apocalypse Guard for the Prison,,,James Michael Keats,,,,
Henry Sutton (TV Series),https://walkingdead.fandom.com/wiki/Henry_Sutton_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/15/Season_nine_henry_%282%29.png/revision/latest/scale-to-width-down/268?cb=20190318154152,,,(Unnamed) † - Mother (Unnamed) † - Father Carol Peletier - Adoptive Mother Ezekiel Sutton - Adoptive Father Benjamin † - Brother,Caucasian-American,Dead,,,,"Pre-Teen ("" The Well "") Mid to Late Teens ("" Who Are You Now? "")",,Dirty Blond,,24,Lydia - Girlfriend,Brown,Prince Henry (by the Kingdom ),Male,Pre-Apocalypse Elementary School Student Post-Apocalypse Former Soldier for the Militia Former Maintenance Worker for the Kingdom Apprentice Blacksmith at the Hilltop Colony,,,Macsen Lintz ( S7 - S9 ) Matt Lintz ( S9 - S10 ),,,,
Hershel Greene (TV Series),https://walkingdead.fandom.com/wiki/Hershel_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/e/ec/Season_four_hershel_greene.png/revision/latest/scale-to-width-down/268?cb=20210605160134,,,Mr. Greene † - Father (Unnamed) † - Brother Josephine Greene † - Late Wife Annette Greene † - Late Wife Maggie Rhee - Daughter Beth Greene † - Daughter Shawn Greene † - Stepson Arnold Greene † - Nephew Glenn Rhee † - Son-In-Law Hershel Rhee - Grandson,Irish-American,Dead,,,,Early to Mid 70s,,White,,35,,Blue,The Farmer (by Merle ),Male,Pre-Apocalypse Veterinarian Farmhand and Head of the Greene Family Farm Post-Apocalypse Group Medic Head of the Prison Council,,Nelly † - Horse,Scott Wilson,,,,
Hershel Rhee (TV Universe),https://walkingdead.fandom.com/wiki/Hershel_Rhee_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/0/05/Season_three_hershel_rhee.png/revision/latest/scale-to-width-down/268?cb=20260727174328,,,Maggie Rhee - Mother Glenn Rhee † - Father Josephine Greene † - Maternal Grandmother Hershel Greene † - Maternal Grandfather Annette Greene † - Maternal Step-Grandmother Beth Greene † - Maternal Half-Aunt Shawn Greene † - Maternal Step-Uncle Arnold Greene † - 1st Maternal Cousin Once Removed (Unnamed) - Paternal Aunts,Irish/Korean-American,Alive,,,,"1 [ 1 ] ("" A New Beginning "") 8 ("" Home Sweet Home "") 9 ("" The Lucky Ones "") 10 ("" Rest in Peace "") 14 ("" Old Acquaintances "")",,Black,,24 ( The Walking Dead ) 15 ( Dead City ),,Brown,Sparky (by Negan ),Male,Post-Apocalypse Former Student at the Bricks Former Conscript in the New Babylon Army Medical Student,,,Kien Michael Spiller ( S10 - S11 ) Logan Kim ( Dead City ),,,"Ethan Charles ( S7 ) Peyton Lockridge ( S9 ) Leah Del Rosario ("" The Bird Always Knows "", Stand-In)",
Hilda (TV Series),https://walkingdead.fandom.com/wiki/Hilda_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b3/Season_eight_hilda.png/revision/latest?cb=20180826033407,,,Midge - Twin Sister,Caucasian-American,Unknown,,,,"Mid to Late 20s ("" The Key "") Early to Mid 30s ("" Stradivarius "")",,Brown,,,,,,Female,Unknown,,,Kim Ormiston,,,,
Hilde (TV Series),https://walkingdead.fandom.com/wiki/Hilde_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a8/Hilde_%28The_Calm_Before%29.png/revision/latest/scale-to-width-down/268?cb=20190318154856,,,Miles † - Husband,Caucasian-American,Dead,,,,Early 40s,,Blonde,,,,,,Female,Post-Apocalypse Jeweler,,,Caroline Duncan,,,,
Hilltop Colony (TV Series),https://walkingdead.fandom.com/wiki/Hilltop_Colony_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/fb/AMC_907_Hilltop.png/revision/latest/scale-to-width-down/268?cb=20190814162545,,,,,Abandoned; residents relocated to the Bricks,,,Pre-Apocalypse Historic Museum Post-Apocalypse Farming Settlement Former FEMA Camp Former Commonwealth Outpost,,Virginia,,,,,,,,,,,,,,,
Hodges (TV Series),https://walkingdead.fandom.com/wiki/Hodges_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/d1/Trooper5_%28Warlords%29.png/revision/latest/scale-to-width-down/268?cb=20220321021744,,,Unknown,Unknown,Dead,,,,Unknown,,Unknown,,,,,,Unknown,Post-Apocalypse Soldier for the Commonwealth Army,,,Unknown,,,,
Holly (TV Series),https://walkingdead.fandom.com/wiki/Holly_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0b/Season_six_holly.png/revision/latest/scale-to-width-down/268?cb=20151020234937,,,Unknown,Caucasian-American,Dead,,,,Early 20s,,Blonde,,,,,,Female,Post-Apocalypse Lookout for the Alexandria Safe Zone,,,Laura Beamer,,,,
Howard (TV Series),https://walkingdead.fandom.com/wiki/Howard_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/7/72/Extra22_%28Dead_Weight%29.png/revision/latest/scale-to-width-down/268?cb=20180822180305,,,Unknown,African-American,Dead,,,,Late 70s,,Gray,,2,,,,Male,Unknown,,,Unknown,,,,
Howell (TV Series),https://walkingdead.fandom.com/wiki/Howell_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1f/Season_eleven_howell.png/revision/latest/scale-to-width-down/268?cb=20220328045735,,,Unknown,African-American,Unknown,,,,Early 30s,,Black,,,,,,Male,Post-Apocalypse Soldier for the Commonwealth Army,,,Unknown,,,,
Huck (TV Series),https://walkingdead.fandom.com/wiki/Huck_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/34/Season_eight_huck.png/revision/latest/scale-to-width-down/268?cb=20171216204724,,,Unknown,African/Hispanic-American,Dead,,,,Mid to Late 30s,,Brown,,4,,,,Female,Post-Apocalypse Guard for the Saviors,,,Miya Golden,,,,
Hunter (TV Series),https://walkingdead.fandom.com/wiki/Hunter_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/66/Hunter2.PNG/revision/latest/scale-to-width-down/268?cb=20220123224840,,,Hermit † - Owner,Canine,Dead,,,,Unknown,,Light Brown,,,,,,Male,,,,Unknown,,,,
Ian (TV Series),https://walkingdead.fandom.com/wiki/Ian_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/7/7a/Season_eleven_ian.png/revision/latest/scale-to-width-down/268?cb=20220314151136,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 60s,,Dark Brown (Graying),,,,,,Male,Post-Apocalypse Leader of Riverbend,,,Michael Biehn,,,,
Ira Washington (TV Series),https://walkingdead.fandom.com/wiki/Ira_Washington_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/43/Season_eleven_washington.png/revision/latest/scale-to-width-down/268?cb=20210907161524,,,Unknown,Caucasian-American,Dead,,,,Late 30s to Early 40s,,Brown,,5,,,Wash (by Leah ),Male,Pre-Apocalypse Soldier for the U.S. Military Mercenary,,,Ethan McDowell,,,,
Isabelle (TV Series),https://walkingdead.fandom.com/wiki/Isabelle_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/4a/Season_seven_isabelle.png/revision/latest/scale-to-width-down/268?cb=20220524032452,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 30s,,Red,,2,,,,Female,Unknown,,,Aerli Austen,,,,
Jackson (TV Series),https://walkingdead.fandom.com/wiki/Jackson_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/52/Liar_%282%29_%28Dead_Weight%29.png/revision/latest/scale-to-width-down/268?cb=20200625014838,,,Unknown,Caucasian-American,Undead,,,,Late 30s to Early 40s,,Unknown (Bald),,,,,Liar,Male,Pre-Apocalypse Soldier in the U.S. Military,,,Unknown,,,,
Jacqui (TV Series),https://walkingdead.fandom.com/wiki/Jacqui_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/7/71/Jacqui_%28Wildfire%29.png/revision/latest/scale-to-width-down/268?cb=20230723200550,,,(Unnamed) † - Mother (Unnamed) † - Brothers,African-American,Dead,,,,Mid to Late 40s,,Black,,7,,Brown,,Female,Pre-Apocalypse Zoning Department Worker Post-Apocalypse Former Supply Runner for the Atlanta Camp,,,Jeryl Prescott Sales,,,,
Jake Daniels (TV Series),https://walkingdead.fandom.com/wiki/Jake_Daniels_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1b/Season_eleven_jake_daniels.png/revision/latest/scale-to-width-down/268?cb=20220120183803,,,Unknown,Caucasian-American,Dead,,,,Early 30s,,Dirty Blond,,3,,,,Male,Post-Apocalypse Soldier for the Commonwealth Army,,,Michael Hanson,,,,
Jan (TV Series),https://walkingdead.fandom.com/wiki/Jan_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/45/Season_eleven_jan.png/revision/latest/scale-to-width-down/268?cb=20220307020621,,,Unknown,Indian-American,Unknown,,,,Early 40s,,Black,,,,,,Female,Post-Apocalypse Editor-in-Chief of the Commonwealth Tribune,,,Aneesh Sheth,,,,
Jared (TV Series),https://walkingdead.fandom.com/wiki/Jared_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/d6/Season_eight_jared.png/revision/latest/scale-to-width-down/268?cb=20180403142836,,,Unknown,Caucasian-American,Dead,,,,Late 20s to Early 30s,,Brown,,11,,,,Male,Unknown,,,Joshua Mikel,,,,
Jeanette (TV Series),https://walkingdead.fandom.com/wiki/Jeanette_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/11/Season_four_jeanette.png/revision/latest/scale-to-width-down/267?cb=20220808135708,,,Unknown,African-American,Dead,,,,Late 40s to Early 50s,,Black,,5,,Brown,,Female,Unknown,,,Sherry Richards,,,,
Jed (TV Series),https://walkingdead.fandom.com/wiki/Jed_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/5e/Season_nine_jed_%282%29.png/revision/latest/scale-to-width-down/268?cb=20200504012340,,,Unknown,Caucasian-American,Dead,,,,"Mid 30s ("" The Bridge "") Early 40s ("" Who Are You Now? "")",,Dark Brown,,4,,,,Male,Post-Apocalypse Leader of the Savior Marauders,,,Rhys Coiro,,,,
Jeffery (TV Series),https://walkingdead.fandom.com/wiki/Jeffery_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/ce/Extra6_%28JSS%29.png/revision/latest/scale-to-width-down/268?cb=20151020235840,,,Unknown,Caucasian-American,Dead,,,,Mid 20s,,Brown,,2,,,,Male,Unknown,,,Jackson Ward,,,,
Jeffries (TV Series),https://walkingdead.fandom.com/wiki/Jeffries_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/6a/Season_five_jeffries.png/revision/latest?cb=20220504051615,,,Unknown,African-American,Dead,,,,Early to Mid 30s,,Black,,,,,,Male,Pre-Apocalypse Police Officer,,,Unknown,,,,
Jen (Meridian),https://walkingdead.fandom.com/wiki/Jen_(Meridian),https://static.wikia.nocookie.net/walkingdead/images/c/ce/Season_ten_jen_villager.png/revision/latest/scale-to-width-down/268?cb=20210301021255,,,Unknown,Unknown,Dead,,,,Unknown,,Unknown,,,,,,Female,Unknown,,,None,,,,
Jen (TV Series),https://walkingdead.fandom.com/wiki/Jen_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/d9/Season_ten_jen.png/revision/latest/scale-to-width-down/268?cb=20200322110854,,,Unknown,Caucasian-American,Unknown,,,,Late 20s to Early 30s,,Brown,,,,,,Female,Unknown,,,Rae Olivier,,,,
Jenny (TV Series),https://walkingdead.fandom.com/wiki/Jenny_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/96/Kingdom1_%28How_It%27s_Gotta_Be%29.png/revision/latest?cb=20181118032447,,,Unknown,Caucasian-American,Unknown,,,,10-Jul,,Brown,,2,,,,Female,Pre-Apocalypse Student,,,Unknown,,,,
Jenny Jones (TV Universe),https://walkingdead.fandom.com/wiki/Jenny_Jones_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/8/87/Season_one_jenny_jones.png/revision/latest/scale-to-width-down/268?cb=20230619144454,,,Morgan Jones - Husband Duane Jones † - Son Mr. Jones - Brother-In-Law,African-American,Dead,,,,Mid to Late 30s,,Black,,2 ( The Walking Dead ) 2 ( Fear ),,Brown,,Female,Unknown,,,Keisha Tillis,,,,
